"c1f1213f-efd1-434c-ae5f-bdb896562e11","6f2c0559-e181-47fe-a311-3b3bc8aa121e","Disaster account","This seller is the worst ever","04/24/20 22:58:36","05/16/21 00:11:54","4"
"e4110fd6-fdc3-4d6b-832d-5c8a6395deab","85035276-1e61-4c25-bc0c-8cfd014a6043","I recommend this !","This seller was the least helpful","05/19/21 04:21:02","08/04/21 18:57:37","5"
"7d1899b5-d71e-4d1f-ba43-6ce5765b2b86","8a08c3d6-cef6-415d-8e9a-2c3126d94875","Do not buy this product","My purchase is the best ever","03/05/20 07:18:26","04/11/21 11:48:00","3"
"fc932329-81df-47a4-bcac-d52acd3d0b99","e339b1dd-f609-4f0d-971d-191d18c8d86c","I recommend this account","This seller is the worst quality","03/30/20 07:24:56","12/11/20 22:55:57","3"
"56b6f700-280f-4ccc-a5fd-eff2d95dca98","a4ab8426-846f-4e90-afd7-605fa5b46dc4","I recommend this product","It is the best purchase I made","02/13/20 05:31:30","06/04/21 04:03:19","1"
"6acb2cae-d978-4650-bd7e-7bc9da7baca7","742815fd-0a83-414a-ae49-da33afc8d9b2","I recommend this !","Do not. will be the most helpful","01/25/20 05:47:13","10/30/20 04:25:53","4"
"894bda5a-3983-4cd0-9bf1-e418ebc3d34d","42fbd30d-cd1e-49af-a627-91cff8e25f8f","Undecided on the account","This account is the most amazing quality","04/06/21 04:09:02","10/03/20 10:14:43","2"
"b160a984-44c7-4cf2-a599-cfe37c2ad69d","1ec325a9-6122-4ce6-9842-349c1dccd042","I recommend this !","It is the best ever","03/24/21 18:02:13","09/02/21 09:24:13","4"
"45c8ecd4-b050-4684-b1f8-2af4696d62c7","f95dab76-dfe6-4706-9ac6-9be1e1c96acf","Do not buy this !","I am buying more! It was the best purchase I made","04/01/21 04:26:57","04/29/20 20:53:44","4"
"714a0b33-eae7-4c3e-8749-c16a9b858b0c","44c81242-4920-4cf3-b37e-b44325f34e03","Undecided on the !","This shop will be the most amazing quality","05/10/21 14:43:31","09/03/21 20:57:53","2"
"49119390-7063-4790-81a9-a02984d4d4b7","11c398d6-3d72-4113-a53e-0b5b5639207c","Disaster seller","This seller will be the worst quality","01/27/21 17:07:47","08/10/21 14:33:52","5"
"6c66a40c-3483-48c1-8e67-3d0b60232307","b842f48a-a373-45d1-8b76-8f86b16ae8f9","Disaster seller","This seller is the best ever","03/05/21 03:45:13","09/14/21 04:06:44","5"
"58c16f58-6f25-44ab-815d-486645e47a47","ed4dd2b6-b1ea-4387-af83-76bbf843e589","Disaster !","I am buying more! It was the best ever","10/30/20 10:30:16","11/14/20 16:11:35","3"
"8d51e137-6220-429b-909f-e164ac895826","4e54cf37-f265-4b81-9c9b-e57e03d35a1e","Undecided on the shop","This shop will be the biggest waste of money","03/24/21 05:18:28","12/11/20 13:39:00","3"
"aba8ddef-3d7d-4089-adf9-ae84859d2db8","31796f28-5ca8-4a47-9d65-621d862a340e","AMAZING item","This is the least helpful","03/04/21 04:26:45","03/07/21 00:36:07","1"
"74c28ece-9f10-4a7c-a28e-365d071fbe63","a72e5981-c11d-44be-acdf-27d65e33cabf","AMAZING seller","This account is the most helpful","03/08/20 02:43:29","06/28/20 19:54:50","1"
"153ad4d7-dca0-4746-ba1a-4b6acd383e2a","8d2e81b3-7ddb-4bf5-a3be-793626e03636","Do not buy this product","This product was the best purchase I made","01/16/21 03:09:14","06/17/20 11:53:27","1"
"dc32fa6b-b42a-4d8a-8a96-27b58b22817f","6e2fe55f-ffcd-4952-9e6d-80eb0aacfc98","Undecided on the product","My purchase is the biggest waste of money","07/13/20 10:04:27","08/27/21 03:27:31","2"
"28735d1f-3480-4cd0-9e65-c38cfa501415","0e292f88-c1d8-4ed0-a013-c824d0bebe96","Undecided on the product","It is the most amazing quality","01/21/20 04:16:35","02/14/21 20:50:54","5"
"1b667a3b-b541-47e5-937b-b4eb363a11e9","85035276-1e61-4c25-bc0c-8cfd014a6043","I recommend this account","This account is the most helpful","08/09/20 23:54:16","10/12/21 05:10:26","4"
"da4023b9-9b41-4e0a-ae11-c3167371b4eb","35b5faee-a007-41cc-8921-c691c553af59","I recommend this account","This account is the worst quality","02/04/20 15:39:15","12/15/20 12:54:11","1"
"680636be-51b5-4aa4-819c-b3f765a39ea7","bffc8d58-c608-4bec-a239-807ab8aff758","Undecided on the thing","Do not. will be the worst ever","03/01/20 12:32:00","07/21/20 17:06:17","2"
"03fddaf7-ea0c-414d-97e6-83991e38b14e","cb6458a5-742e-49e3-9969-c7983e0f2245","Undecided on the account","This account was the worst ever","02/22/21 23:16:03","09/29/21 16:03:58","5"
"9ddff9ea-f2d7-4fd0-af89-b3fb2509f0f9","83a6dbab-7a55-480a-9b38-3a779d77fc59","AMAZING product","I am buying more! It was the best ever","01/14/20 23:44:04","09/03/21 07:21:07","4"
"dcd717c5-c968-40e5-b763-0e52f7f4daf1","2134ea07-f773-444c-978f-71539dadf361","AMAZING !","I am buying more! It was the best purchase I made","06/23/21 23:14:19","09/30/20 09:53:35","2"
"73fc2921-8461-4e0d-a344-e2aaf354c02c","cd538f23-9c96-4af9-b262-2c3918772724","AMAZING thing","My purchase was the most amazing quality","03/24/21 02:26:11","04/04/21 14:30:05","5"
"6d64be06-d62b-4c54-8206-ffd866d57209","63fcca95-59cb-4e33-9fa2-0645ffe15ff6","Do not buy this !","This shop was the best ever","01/07/21 13:18:43","03/05/20 06:51:24","4"
"8343efab-453d-416d-821e-c1805b8f4db2","44680d0e-38ec-4390-9a0c-a00c983a2ea3","Undecided on the account","This seller is the least helpful","08/04/21 12:55:45","08/23/21 02:41:30","3"
"f903e8d9-0bf4-4eee-bbc0-0f17a52d9e27","44c81242-4920-4cf3-b37e-b44325f34e03","Disaster product","I am buying more! It was the biggest waste of money","05/30/20 10:11:11","09/17/20 22:06:06","5"
"4a10d3c4-b6e9-4c47-8eb2-4052757bd143","9252ada6-5b77-4b81-b347-6e11741d860a","Undecided on the shop","This shop is the most helpful","06/29/21 07:48:17","10/08/21 11:52:10","5"
"6ed0334c-e7da-4e51-b76d-d2ab88e0eff3","0bc056b4-a327-4a06-9073-d397b7f5cdef","Disaster account","This seller is the best purchase I made","06/20/21 16:54:11","12/08/20 00:47:40","1"
"daf38580-de12-4617-b038-36c95bdc91fe","2fbadd40-a2c0-42e7-9f16-49e85a29380a","Disaster item","It was the worst ever","07/13/21 12:54:45","10/01/21 04:43:08","4"
"8d6828e3-f103-48c5-9d48-ec225ff13ed2","8949488a-8250-42c9-88db-d36f0065c861","I recommend this seller","This account will be the best ever","03/08/20 12:57:34","05/29/20 04:14:16","2"
"9ee74797-1d86-4b64-ab0c-98cd90983356","86dc9991-7a0a-483e-a81a-fea59605789c","Disaster account","This account is the biggest waste of money","01/28/21 04:27:48","07/02/21 17:18:08","1"
"6b3209ff-a7d2-4318-9686-1d03ee8acd0c","cb6458a5-742e-49e3-9969-c7983e0f2245","Do not buy this thing","My purchase was the worst ever","07/28/21 03:40:02","11/24/20 17:50:01","5"
"6a0266b3-f5f1-473b-aa5a-07567fb124f8","448bf716-fee5-402b-bcf1-33c705a89c20","Undecided on the product","This product will be the most helpful","06/27/20 01:16:21","11/18/20 02:00:37","4"
"f536a41b-dd9a-445f-a902-4816c4e4b617","20916711-7109-4454-aae5-c6a07aeb1755","AMAZING thing","I am buying more! It is the best ever","05/04/21 17:02:38","05/29/20 01:17:51","3"
"c519203e-35b3-4121-afad-62706b48c3ac","bffc8d58-c608-4bec-a239-807ab8aff758","Disaster shop","This account will be the best ever","07/14/20 02:25:15","07/23/21 14:46:58","2"
"c65d5e3d-afba-4684-92a3-a4c1fa95af77","bf65e74e-834f-4936-bfc9-8222b46ac6fa","Disaster seller","This account was the biggest waste of money","04/08/20 08:49:25","10/04/21 19:13:34","4"
"d42dcf85-5b58-4559-aea9-0b54d7923d0f","8f1ef697-d149-4482-8e0f-0165aa43c670","Undecided on the item","Do not. was the most helpful","01/28/20 18:04:44","09/03/21 02:27:13","5"
"4e5a28fa-ef4c-4d6c-93fd-9dcf6d68956b","8a08c3d6-cef6-415d-8e9a-2c3126d94875","Do not buy this seller","This account is the worst quality","08/14/21 22:17:03","12/07/20 03:48:30","4"
"cdd7c7b4-b766-4e84-a33a-da6d8f703125","2134ea07-f773-444c-978f-71539dadf361","AMAZING !","I am buying more! It will be the best ever","01/21/21 20:09:01","08/10/21 12:55:51","4"
