"b2612d6c-1f6e-44a5-a271-2939ce6b3821","1","-1"
"fa2311cb-19d7-4a76-a421-48f1eaf71e46","1","-1"
"85a81e67-8f7d-4f8c-a90f-fe17ee73543a","2","1"
"b09ed248-3258-46e5-ae24-1c5a85deb9dd","2","-1"
"a3ae4a64-a27a-4dc9-9241-7afb0bd1ba9c","3","-1"
"ac3d0ecb-21b8-4a7d-8290-1ae2f114e297","3","1"
"e1b8c34d-ea80-4560-b90c-65d0f1f9db24","3","1"
"1ac14f91-4205-4985-9494-feca4582550e","4","1"
"c9d5d0c8-18c5-41eb-adbf-16a90d6f3492","4","1"
"9f36163e-0608-43f0-af76-06e1a9320cba","4","1"
"d2a1a8cb-c0f7-401c-b3c9-6f400be93a7d","4","1"
"eabcd488-2505-4a10-bb4c-4b0a38aa1378","4","-1"
"a3ae4a64-a27a-4dc9-9241-7afb0bd1ba9c","5","1"
"0040967c-bb70-4561-bcf0-96f8d66e33aa","5","-1"
"4619bc5d-40c2-4676-9e60-c775915ffad7","6","-1"
"094d0cc5-0c47-4777-98be-e26e71c43555","6","1"
"ee06b519-6f69-4211-8472-29883c3b5124","6","-1"
"351bf7c6-4163-444e-b434-51813e5c9d3b","7","1"
"023fcee0-3c0d-476b-be3f-9058698ad361","7","-1"
"57e0df91-6d96-4050-9a95-50346aafcba4","7","-1"
"094d0cc5-0c47-4777-98be-e26e71c43555","7","-1"
"c44bd79f-d8e0-402b-b338-21f33794c333","7","-1"
"118f8775-4862-4cf9-a06f-e6a663aa37d6","8","1"
"3d4166d6-900d-49d6-a236-25f416283ba5","9","1"
"3c0a333b-e9da-487e-bfe8-246b6828d9fd","9","-1"
"17138329-cfbe-4ed2-a729-b7e6f0a2c6f5","9","-1"
"afc0bf8e-746e-4c8f-bfb8-e977154de047","10","1"
"e9d05818-81b5-42f6-848c-93ebe9973d4f","10","-1"
"dd41f40b-83ab-499e-8bc6-6bafbabea6d2","10","-1"
"94a82e19-2104-486d-a848-0789ba1874b2","10","1"
"d9898778-445a-4c18-8a3a-6218ae83991b","11","-1"
"c9d5d0c8-18c5-41eb-adbf-16a90d6f3492","11","1"
"8e36720f-3a01-46e5-9541-2b70c0990e4b","11","-1"
"43d5cb37-cc38-4626-ba05-be32a6e7bfb6","11","-1"
"c44bd79f-d8e0-402b-b338-21f33794c333","11","-1"
"6b2b302d-e108-4d33-a519-918f1fa8bbf5","12","-1"
"0040967c-bb70-4561-bcf0-96f8d66e33aa","12","1"
"f321cc57-785f-4304-980c-62cbf01b5eb8","12","-1"
"f173381c-4d49-4df3-9b0e-bf97ed7e19ca","12","-1"
"a76b6565-dd23-4e88-af93-e4f8e6fa94df","12","-1"
"17138329-cfbe-4ed2-a729-b7e6f0a2c6f5","13","-1"
"9f36163e-0608-43f0-af76-06e1a9320cba","13","1"
"db898a0f-6ebb-43ae-8906-1ebb6ba760e2","13","1"
"dd41f40b-83ab-499e-8bc6-6bafbabea6d2","14","1"
"986259bd-4d56-44e3-bb22-6282faced6e8","14","1"
"023fcee0-3c0d-476b-be3f-9058698ad361","14","1"
"a3ae4a64-a27a-4dc9-9241-7afb0bd1ba9c","14","1"
"b09ed248-3258-46e5-ae24-1c5a85deb9dd","14","-1"
"223c4f96-e2f8-4723-a358-a9c09a0568fa","15","1"
"e5d132f8-9fb8-4735-bb01-299647f5bae6","16","1"
"d0d16f29-5a03-4cf8-b4f2-8438349b6013","16","1"
"8dba6ae9-a41b-4750-854c-cf43b144df6a","16","-1"
"942df1fc-6e00-473d-93eb-b8fbac8aa6b3","16","-1"
"87467e69-0a20-4eee-8c35-11fcc93a5a8f","17","-1"
"db898a0f-6ebb-43ae-8906-1ebb6ba760e2","18","1"
"bc6a1fdb-1cf9-4052-89e7-82af4bd029f5","19","1"
"5c1f7357-04ad-4daa-93f1-a8678fa09726","19","1"
"b09ed248-3258-46e5-ae24-1c5a85deb9dd","19","1"
"dafd1d07-eae9-43e7-8868-7490c131f5ff","19","1"
"94a82e19-2104-486d-a848-0789ba1874b2","19","1"
"96aa4c93-172c-44b1-852b-502ef8f47522","20","1"
"0e00347d-4fee-4def-8a86-a5d8766c20ef","20","1"
"e5d132f8-9fb8-4735-bb01-299647f5bae6","20","-1"
"dd41f40b-83ab-499e-8bc6-6bafbabea6d2","21","-1"
"5c1f7357-04ad-4daa-93f1-a8678fa09726","23","-1"
"09085029-1ed6-4e51-ad1e-1cf2fffea350","23","1"
"c2b67fae-71f6-4ddf-9677-286b18f161a5","24","1"
"ab51308a-c490-47b3-826c-e955f955b06a","24","-1"
"cf707f63-771a-4b32-b00a-17a1a553bed4","24","1"
"bd50f01f-6b26-495c-be8b-bcfcd57cd1bb","25","1"
"94a82e19-2104-486d-a848-0789ba1874b2","26","1"
"eabcd488-2505-4a10-bb4c-4b0a38aa1378","27","-1"
"db898a0f-6ebb-43ae-8906-1ebb6ba760e2","27","-1"
"fa2311cb-19d7-4a76-a421-48f1eaf71e46","27","-1"
"6f383547-15f2-49ab-a25e-b29ae082e098","29","1"
"8e36720f-3a01-46e5-9541-2b70c0990e4b","30","1"
"1412a3ab-ef94-4368-ac5f-196064d7b275","30","1"
"118f8775-4862-4cf9-a06f-e6a663aa37d6","30","-1"
"d9898778-445a-4c18-8a3a-6218ae83991b","30","1"
"6366b8ce-358d-4f13-9348-2f4f010e7261","31","-1"
"5ddab609-5e7d-4024-854a-ae538a8040d3","31","1"
"ce403f1e-ffe7-4e97-a7f6-c915435443da","31","1"
"8e36720f-3a01-46e5-9541-2b70c0990e4b","31","1"
"451f4232-5a22-4234-893d-6d8937ec5985","32","-1"
"223c4f96-e2f8-4723-a358-a9c09a0568fa","32","-1"
"ac3d0ecb-21b8-4a7d-8290-1ae2f114e297","32","1"
"de2eb6b2-2214-4a25-b28e-2de2126e5600","32","1"
"d7f8eaa8-5d01-4253-a6e5-616f9715714b","33","-1"
"57e0df91-6d96-4050-9a95-50346aafcba4","33","1"
"351bf7c6-4163-444e-b434-51813e5c9d3b","33","1"
"ea5b370a-2636-457e-b3e9-f085240fdcf3","33","1"
"754ae28f-c70d-4818-ab8a-646c7719852d","34","1"
"97378a10-bdc4-4118-a2ec-5909044a6d39","34","1"
"1ac14f91-4205-4985-9494-feca4582550e","34","-1"
"51494a14-f762-4d6d-aa4d-863b017b9289","34","1"
"094d0cc5-0c47-4777-98be-e26e71c43555","35","1"
"de2eb6b2-2214-4a25-b28e-2de2126e5600","35","-1"
"942df1fc-6e00-473d-93eb-b8fbac8aa6b3","35","-1"
"866c27c6-4738-43bd-b730-f692459c76e5","35","1"
"094d0cc5-0c47-4777-98be-e26e71c43555","36","1"
"eabcd488-2505-4a10-bb4c-4b0a38aa1378","36","1"
"e5d132f8-9fb8-4735-bb01-299647f5bae6","36","1"
"bd50f01f-6b26-495c-be8b-bcfcd57cd1bb","36","-1"
"c44bd79f-d8e0-402b-b338-21f33794c333","36","-1"
"97378a10-bdc4-4118-a2ec-5909044a6d39","37","-1"
"aea8c609-3cf4-4390-aca2-1af4dc70fbde","37","1"
"51494a14-f762-4d6d-aa4d-863b017b9289","37","1"
"59f4e50f-54c1-43e1-9e4d-eb31ecc96fa5","37","1"
"9f36163e-0608-43f0-af76-06e1a9320cba","38","1"
"66ae3496-a8d3-4b54-8ff5-a589f8b7d892","38","-1"
"986259bd-4d56-44e3-bb22-6282faced6e8","38","1"
"0e00347d-4fee-4def-8a86-a5d8766c20ef","38","-1"
"f6373fcf-d832-48cc-90ff-3fa73aee7b1d","38","1"
"118f8775-4862-4cf9-a06f-e6a663aa37d6","39","1"
"e1b8c34d-ea80-4560-b90c-65d0f1f9db24","39","-1"
"c44bd79f-d8e0-402b-b338-21f33794c333","40","-1"
"8d1970cd-35dc-45e2-93a6-102d044d9477","40","-1"
"6366b8ce-358d-4f13-9348-2f4f010e7261","40","-1"
"5ddab609-5e7d-4024-854a-ae538a8040d3","40","-1"
"4619bc5d-40c2-4676-9e60-c775915ffad7","40","-1"
"43d5cb37-cc38-4626-ba05-be32a6e7bfb6","41","1"
"29226fc1-632b-42a3-ae4e-b7731294201a","41","1"
"ab51308a-c490-47b3-826c-e955f955b06a","43","1"
"0e00347d-4fee-4def-8a86-a5d8766c20ef","43","1"
"094d0cc5-0c47-4777-98be-e26e71c43555","45","-1"
"89eab870-68fc-4c64-8029-b763afd44feb","45","-1"
"cf707f63-771a-4b32-b00a-17a1a553bed4","48","1"
"f321cc57-785f-4304-980c-62cbf01b5eb8","48","-1"
"351bf7c6-4163-444e-b434-51813e5c9d3b","49","1"
"cf2af0f7-cb19-4545-9657-d02cfefdb8e7","49","1"
"eabcd488-2505-4a10-bb4c-4b0a38aa1378","49","1"
"118f8775-4862-4cf9-a06f-e6a663aa37d6","49","-1"
"ab51308a-c490-47b3-826c-e955f955b06a","51","-1"
"cf2af0f7-cb19-4545-9657-d02cfefdb8e7","51","1"
"6bb35d78-755f-4a49-9b5e-977a60cdd33b","52","1"
"986259bd-4d56-44e3-bb22-6282faced6e8","52","1"
"e1b8c34d-ea80-4560-b90c-65d0f1f9db24","52","-1"
"094d0cc5-0c47-4777-98be-e26e71c43555","53","-1"
"d2a1a8cb-c0f7-401c-b3c9-6f400be93a7d","53","1"
"451f4232-5a22-4234-893d-6d8937ec5985","53","-1"
"96aa4c93-172c-44b1-852b-502ef8f47522","53","-1"
"aea8c609-3cf4-4390-aca2-1af4dc70fbde","54","-1"
"bc6a1fdb-1cf9-4052-89e7-82af4bd029f5","54","1"
"d2a1a8cb-c0f7-401c-b3c9-6f400be93a7d","54","-1"
"5ddab609-5e7d-4024-854a-ae538a8040d3","55","-1"
"ac3d0ecb-21b8-4a7d-8290-1ae2f114e297","55","1"
"afc0bf8e-746e-4c8f-bfb8-e977154de047","55","1"
"d7f8eaa8-5d01-4253-a6e5-616f9715714b","55","1"
"20701b30-359b-4f0f-8fa1-dd8bed3dc5c3","55","1"
"318c4b38-a307-4df3-869e-56c5872a209d","56","-1"
"754ae28f-c70d-4818-ab8a-646c7719852d","56","1"
"ee06b519-6f69-4211-8472-29883c3b5124","57","1"
"b326c4e9-7e7b-47e0-bbb2-5715fcf01fbc","57","-1"
"e5d132f8-9fb8-4735-bb01-299647f5bae6","57","1"
"94a82e19-2104-486d-a848-0789ba1874b2","58","1"
"118f8775-4862-4cf9-a06f-e6a663aa37d6","58","-1"
"3d4166d6-900d-49d6-a236-25f416283ba5","60","-1"
"d9898778-445a-4c18-8a3a-6218ae83991b","61","-1"
"59f4e50f-54c1-43e1-9e4d-eb31ecc96fa5","61","1"
"f2b5060e-cded-4fe4-b803-b462cbb16346","62","-1"
"6bb35d78-755f-4a49-9b5e-977a60cdd33b","63","-1"
"96aa4c93-172c-44b1-852b-502ef8f47522","63","-1"
"5f9d6cd9-f8d6-469d-8fd9-24527d23c0fa","63","1"
"e1b8c34d-ea80-4560-b90c-65d0f1f9db24","63","1"
"db298f19-abb0-4cda-a533-e158e3a3a95c","65","1"
"8dba6ae9-a41b-4750-854c-cf43b144df6a","65","-1"
"eabcd488-2505-4a10-bb4c-4b0a38aa1378","65","1"
